05693         C2019 05 01.73715 13 03 32.09 +05 26 19.1          17.6 Vq~355rC97
05693         C2019 05 01.73867 13 03 31.81 +05 26 20.0          17.9 Vq~355rC97
05693         C2019 05 01.74020 13 03 31.64 +05 26 21.4          18.0 Vq~355rC97
05693         C2019 05 01.74171 13 03 31.39 +05 26 22.2          18.0 Vq~355rC97
05693         C2019 05 04.27997 12 57 15.24 +05 55 52.9          17.9 GV~35hH703
05693         C2019 05 04.28525 12 57 14.45 +05 55 56.5          17.7 GV~4u7x703
05693         C2019 05 04.29052 12 57 13.64 +05 55 59.7          17.8 GV~35hH703
05693         C2019 05 04.29580 12 57 12.84 +05 56 03.2          17.8 GV~35hH703
05693        KC2019 05 06.99739012 50 45.04 +06 24 23.1          17.3 Rq~35hH160
05693        KC2019 05 06.99944012 50 44.75 +06 24 23.8          17.4 Rq~35hH160
05693        KC2019 05 07.00153812 50 44.45 +06 24 25.2          17.5 Rq~35hH160
05693         C2019 05 07.26057 12 50 08.870+06 27 02.12         17.9 wU~35hHF51
05693         C2019 05 07.29650 12 50 03.669+06 27 23.26         17.8 wU~35hHF51
05693         C2019 05 07.41510012 49 46.48 +06 28 32.4          18.00cV~4aKuT05
05693         C2019 05 07.42421512 49 45.16 +06 28 37.6          17.92cV~4aKuT05
05693         C2019 05 07.43328012 49 43.86 +06 28 42.7          17.90cV~4aKuT05
05693         C2019 05 07.44233212 49 42.58 +06 28 48.1          18.14cV~4aKuT05
05693         C2019 05 08.29620 12 47 44.21 +06 36 50.8          17.7 GV~35hH703
05693         C2019 05 08.30144 12 47 43.47 +06 36 53.8          18.0 GV~35hH703
05693         C2019 05 08.30667 12 47 42.72 +06 36 56.5          17.7 GV~35hH703
05693         C2019 05 08.31190 12 47 41.99 +06 36 59.4          17.9 GV~35hH703
05693         C2019 05 09.34670012 45 21.23 +06 46 21.9          17.69oV~35hHT08
05693         C2019 05 09.34855012 45 20.98 +06 46 22.6          17.63oV~35hHT08
05693         C2019 05 09.35364912 45 20.25 +06 46 25.4          17.58oV~35hHT08
05693         C2019 05 09.37807012 45 16.83 +06 46 38.4          17.81oV~35hHT08
05693         C2019 05 11.36084512 40 54.54 +07 03 02.1          17.66oV~35hHT05
05693         C2019 05 11.36414312 40 54.10 +07 03 03.6          17.81oV~35hHT05
05693         C2019 05 11.36926112 40 53.40 +07 03 06.1          17.70oV~35hHT05
05693         C2019 05 11.38188912 40 51.70 +07 03 11.7          18.01oV~35hHT05
05693        KC2019 05 19.39114 12 25 14.72 +07 50 04.4          17.8 Rq~36WaE89
05693        KC2019 05 19.40624 12 25 13.15 +07 50 07.0          17.7 Rq~36WaE89
05693         C2019 05 21.31345 12 22 01.730+07 56 31.72         17.8 iU~36WaF52
05693         C2019 05 21.32512 12 22 00.541+07 56 33.78         17.7 iU~36WaF52
05693         C2019 05 21.36894812 21 56.09 +07 56 41.6          18.05oV~36WaT08
05693         C2019 05 21.37176312 21 55.84 +07 56 42.2          18.03oV~36WaT08
05693         C2019 05 21.37776512 21 55.22 +07 56 43.2          17.97oV~36WaT08
05693         C2019 05 21.38981112 21 53.98 +07 56 45.9          18.07oV~36WaT08
05693         C2019 05 21.39027212 21 53.94 +07 56 45.3          18.09oV~36WaT08
05693         C2019 05 23.36394512 18 49.93 +08 01 47.0          17.93oV~378hT05
05693         C2019 05 23.36677712 18 49.67 +08 01 47.0          17.77oV~378hT05
05693         C2019 05 23.38502912 18 47.97 +08 01 49.2          17.93oV~378hT05
05693         C2019 05 24.25603 12 17 31.22 +08 03 28.3          18.6 GV~378h703
05693         C2019 05 24.26124 12 17 30.65 +08 03 27.9          18.4 GV~378h703
05693         C2019 05 24.27168 12 17 29.80 +08 03 29.7          18.4 GV~378h703
05693         C2019 05 26.30340312 14 41.69 +08 06 06.6          18.01oV~378hT08
05693         C2019 05 26.31209312 14 40.97 +08 06 07.1          18.04oV~378hT08
05693         C2019 05 26.32475312 14 39.89 +08 06 07.6          18.01oV~378hT08
05693         C2019 05 26.33437812 14 39.09 +08 06 08.4          18.01oV~378hT08
05693         C2019 05 27.30727212 13 23.84 +08 06 45.2          18.22oV~378hT05
05693         C2019 05 27.31004012 13 23.63 +08 06 45.2          18.22oV~378hT05
05693         C2019 05 27.31528312 13 23.19 +08 06 45.4          18.42oV~378hT05
05693         C2019 05 27.32691912 13 22.26 +08 06 45.4          18.17oV~378hT05
05693         C2019 05 28.22252 12 12 15.89 +08 06 56.1          18.3 GV~378h703
05693         C2019 05 28.22817 12 12 15.43 +08 06 55.8          18.2 GV~378h703
05693         C2019 05 28.23382 12 12 15.02 +08 06 55.9          18.2 GV~378h703
05693         C2019 05 28.23946 12 12 14.57 +08 06 56.0          18.2 GV~378h703
05693         C2019 05 29.32733312 10 57.98 +08 06 48.5          18.07oV~378hT08
05693         C2019 05 29.33288912 10 57.56 +08 06 48.5          18.57oV~378hT08
05693         C2019 05 29.33662512 10 57.31 +08 06 48.2          18.09oV~378hT08
05693         C2019 05 29.34687212 10 56.54 +08 06 48.2          18.21oV~378hT08
05693        )C2019 05 29.92477 12 10 17.70 +08 06 29.1          18.1 GV~378hG40
05693        )C2019 05 29.97272 12 10 14.34 +08 06 27.1          18.0 GV~378hG40
05693        )C2019 05 30.00725 12 10 11.94 +08 06 25.7          18.1 GV~378hG40
05693         C2019 05 31.30834012 08 49.05 +08 05 18.1          18.38cV~378hT05
05693         C2019 05 31.31109612 08 48.85 +08 05 18.6          18.51cV~378hT05
05693         C2019 05 31.31895812 08 48.33 +08 05 17.8          18.21cV~378hT05
05693         C2019 05 31.32987612 08 47.64 +08 05 16.9          18.34cV~378hT05
05693        KC2019 05 31.88988112 08 13.66 +08 04 30.7          18.2 Rq~378h160
05693        KC2019 05 31.89269412 08 13.49 +08 04 30.6          18.1 Rq~378h160
05693        KC2019 05 31.89536612 08 13.32 +08 04 30.5          18.1 Rq~378h160
05693         C2019 06 01.22488 12 07 53.80 +08 04 04.5          18.5 GV~378h703
05693         C2019 06 01.23057 12 07 53.45 +08 04 03.8          18.8 GV~378h703
05693         C2019 06 01.23625 12 07 53.11 +08 04 03.4          18.5 GV~378h703
05693         C2019 06 01.24194 12 07 52.75 +08 04 02.9          18.4 GV~378h703
05693         C2019 06 01.31050 12 07 48.961+08 03 59.17         18.3 wU~378hF52
05693         C2019 06 01.32208 12 07 48.236+08 03 58.09         18.2 wU~378hF52
05693         C2019 06 01.33368 12 07 47.512+08 03 56.94         18.3 wU~378hF52
05693         C2019 06 01.34535 12 07 46.787+08 03 55.84         18.3 wU~378hF52
05693        KC2019 06 01.87943212 07 16.35 +08 03 00.2          18.3 Rq~378i160
05693        KC2019 06 01.88228412 07 16.16 +08 02 59.5          17.8 Rq~378i160
05693        KC2019 06 01.88513012 07 15.99 +08 02 59.5          18.2 Rq~378i160
05693         C2019 06 02.29623512 06 53.28 +08 02 19.8          18.12oV~378iT08
05693         C2019 06 02.29901612 06 53.10 +08 02 19.3          18.10oV~378iT08
05693         C2019 06 02.30505312 06 52.77 +08 02 18.6          17.89oV~378iT08
05693         C2019 06 02.31492112 06 52.12 +08 02 17.4          18.14oV~378iT08
05693         C2019 06 04.18481 12 05 15.62 +07 58 09.1          18.2 GVEJ044G96
05693         C2019 06 04.19048 12 05 15.34 +07 58 08.3          18.3 GVEJ044G96
05693         C2019 06 04.19615 12 05 15.04 +07 58 07.5          18.5 GVEJ044G96
05693         C2019 06 04.20183 12 05 14.74 +07 58 06.7          18.6 GVEJ044G96
05693        KC2019 06 05.86010512 03 58.91 +07 53 26.9          17.8 Rq~3Cyr160
05693        KC2019 06 05.86289212 03 58.80 +07 53 25.9          18.0 Rq~3Cyr160
05693        KC2019 06 05.86574912 03 58.64 +07 53 25.5          17.2 Rq~3Cyr160
05693        KC2019 06 06.85001212 03 17.83 +07 50 13.4          18.7 Rq~378i160
05693        KC2019 06 06.85273112 03 17.75 +07 50 14.1          18.6 Rq~378i160
05693        KC2019 06 06.85548212 03 17.64 +07 50 13.4          17.8 Rq~378i160
05693         C2019 06 08.29278412 02 23.53 +07 45 05.8          18.45cV~378iT05
05693         C2019 06 08.29609612 02 23.38 +07 45 04.6          18.75cV~378iT05
05693         C2019 06 08.30124512 02 23.21 +07 45 03.5          18.36cV~378iT05
05693         C2019 06 08.31106912 02 22.79 +07 45 00.9          18.35cV~378iT05
05693         C2019 06 12.29135212 00 25.57 +07 27 25.0          18.01oV~378iT05
05693         C2019 06 12.30193012 00 25.29 +07 27 22.1          18.14oV~378iT05
05693         C2019 06 12.30514512 00 25.20 +07 27 21.1          18.32oV~378iT05
05693         C2019 06 12.31286612 00 24.99 +07 27 18.3          17.77oV~378iT05
05693         C2019 06 16.33077111 59 11.50 +07 05 11.9          18.45oV~378iT05
05693         C2019 06 16.33551011 59 11.43 +07 05 09.5          18.19oV~378iT05
05693         C2019 06 16.34203811 59 11.35 +07 05 07.1          18.17oV~378iT05
05693         C2019 06 16.35229311 59 11.20 +07 05 03.2          18.33oV~378iT05
05693         C2019 06 18.26243011 58 51.10 +06 53 09.2          18.31oV~3AmmT08
05693         C2019 06 18.26564811 58 51.03 +06 53 09.0          18.43oV~3AmmT08
05693         C2019 06 18.27121311 58 51.03 +06 53 06.0          18.36oV~3AmmT08
05693         C2019 06 18.28137011 58 50.91 +06 53 02.3          18.06oV~3AmmT08
05693         C2019 06 20.26050111 58 39.10 +06 39 49.1          18.30oV~378iT05
05693         C2019 06 20.26415911 58 39.09 +06 39 47.7          18.29oV~378iT05
05693         C2019 06 20.26971611 58 39.07 +06 39 45.1          18.25oV~378iT05
05693         C2019 06 20.28182311 58 38.95 +06 39 40.0          18.40oV~378iT05
05693         C2019 06 22.30928111 58 35.88 +06 25 15.5          18.18oV~3AmmT08
05693         C2019 06 22.31254011 58 35.93 +06 25 13.8          18.52oV~3AmmT08
05693         C2019 06 22.31774111 58 35.85 +06 25 11.2          18.09oV~3AmmT08
05693         C2019 06 22.32933911 58 35.89 +06 25 06.3          18.42oV~3AmmT08
05693         C2019 06 23.20680 11 58 37.33 +06 18 34.3          18.5 GV~39sr703
05693         C2019 06 23.21275 11 58 37.33 +06 18 30.9          18.4 GV~39sr703
05693         C2019 06 23.21870 11 58 37.38 +06 18 27.6          18.1 GV~39sr703
05693         C2019 06 23.22466 11 58 37.27 +06 18 24.6                V~39sr703
05693         C2019 06 26.15958 11 58 53.73 +05 55 34.6          18.6 GV~39sr703
05693         C2019 06 26.16576 11 58 53.81 +05 55 31.5          18.6 GV~39sr703
05693         C2019 06 26.17194 11 58 53.84 +05 55 28.3          18.5 GV~39sr703
05693         C2019 06 26.17812 11 58 53.87 +05 55 25.5          18.2 GV~39sr703
05693         C2019 06 26.25944911 58 54.72 +05 54 48.5          18.51oV~378iT08
05693         C2019 06 26.26268911 58 54.69 +05 54 47.4          18.20oV~378iT08
05693         C2019 06 26.26793411 58 54.74 +05 54 44.0          18.53oV~378iT08
05693         C2019 06 26.27857511 58 54.74 +05 54 39.5          18.14oV~378iT08
05693         C2019 07 02.25808312 00 16.70 +05 03 12.7          18.67cV~378iT05
05693         C2019 07 02.26094812 00 16.72 +05 03 12.3          18.75cV~378iT05
05693         C2019 07 02.26741812 00 16.80 +05 03 08.0          18.52cV~378iT05
05693         C2019 07 02.27944112 00 16.96 +05 03 01.5          18.77cV~378iT05
05693         C2019 07 03.16309 12 00 33.82 +04 54 53.1          19.0 GV~39sr703
05693         C2019 07 03.16835 12 00 33.91 +04 54 51.1          18.9 GV~39sr703
05693         C2019 07 03.17362 12 00 34.01 +04 54 47.9          18.9 GV~39sr703
05693         C2019 07 03.17887 12 00 34.12 +04 54 45.4          18.8 GV~39sr703
05693         C2019 10 01.52219009 52 19.85 +10 04 22.1          18.44rU~3JRkI41
05693         C2019 10 01.52722009 52 20.21 +10 04 22.9          18.42rU~3JRkI41
05693         C2019 10 01.53227009 52 20.57 +10 04 23.2          18.55rU~3JRkI41
05693         C2019 10 03.49643 09 54 53.81 +10 06 12.8          18.1 GV~3JRk703
05693         C2019 10 03.50134 09 54 54.21 +10 06 12.9          19.0 GV~3JRk703
05693         C2019 10 03.50625 09 54 54.60 +10 06 12.9          18.9 GV~3JRk703
05693         C2019 10 03.51116 09 54 55.06 +10 06 13.0          18.6 GV~3JRk703
05693         C2019 10 03.51529109 54 55.38 +10 06 12.8          18.30rU~3JRkI41
05693         C2019 10 03.52013009 54 55.77 +10 06 13.0          18.16rU~3JRkI41
05693         C2019 10 03.52498009 54 56.16 +10 06 13.1          18.17rU~3JRkI41
05693         C2019 10 03.52983009 54 56.56 +10 06 13.0          18.41rU~3JRkI41
05693         C2019 10 07.52404110 01 02.12 +10 03 09.0          18.30rU~3LcwI41
05693         C2019 10 07.52891010 01 02.59 +10 03 08.5          18.34rU~3LcwI41
05693         C2019 10 09.50464010 04 22.43 +09 58 55.5          18.84gU~3LcwI41
05693         C2019 10 09.52275010 04 24.27 +09 58 53.0          18.31rU~3LcwI41
05693         C2019 10 09.52767010 04 24.77 +09 58 52.2          18.29rU~3LcwI41
05693         C2019 10 09.53260010 04 25.26 +09 58 51.4          18.41rU~3LcwI41
05693         C2019 10 09.62335810 04 34.92 +09 58 43.1          18.78oV~4iuUT08
05693         C2019 10 09.62677910 04 35.08 +09 58 38.6          18.14oV~3LcwT08
05693         C2019 10 09.63343410 04 35.78 +09 58 37.9          19.02oV~3LcwT08
05693         C2019 10 09.63728210 04 36.21 +09 58 37.6          18.26oV~3LcwT08
05693         C2019 10 22.49875 10 28 23.98 +09 04 28.2          19.0 GV~3Lcw703
05693         C2019 10 22.50364 10 28 24.51 +09 04 27.0                V~3Lcw703
05693         C2019 10 22.50853 10 28 25.02 +09 04 24.6          18.3 GV~3Lcw703
05693         C2019 10 22.51341 10 28 25.57 +09 04 24.0          18.1 GV~3Lcw703
05693         C2019 10 25.51244 10 34 03.61 +08 48 09.3          18.9 GV~3Lcw703
05693         C2019 10 25.51512 10 34 03.87 +08 48 08.3          19.1 GV~3Lcw703
05693         C2019 10 25.51780 10 34 04.16 +08 48 07.1          19.2 GV~3Lcw703
05693         C2019 10 25.52048 10 34 04.43 +08 48 06.6          18.6 GV~3Lcw703
05693         C2019 10 25.59329610 34 12.79 +08 47 45.3          18.50oV~3OboT08
05693         C2019 10 25.59655210 34 13.17 +08 47 43.3          18.76oV~3OboT08
05693         C2019 10 25.60647210 34 14.25 +08 47 40.3          18.57oV~3OboT08
05693         C2019 10 25.61223310 34 14.89 +08 47 38.6          18.59oV~3OboT08
05693         C2019 11 02.60525 10 48 48.328+08 02 43.40         18.7 wU~3QA2F51
05693         C2019 11 02.61060 10 48 48.885+08 02 41.60         18.8 wU~3QA2F51
05693         C2019 11 02.61590 10 48 49.437+08 02 39.83         18.9 wU~3QA2F51
05693         C2019 11 02.62121 10 48 49.991+08 02 38.07         18.8 wU~3QA2F51
05693         C2019 11 09.49186 11 00 33.91 +07 25 01.6          19.1 GV~3R48703
05693         C2019 11 09.49684 11 00 34.40 +07 24 59.4          19.2 GV~3R48703
05693         C2019 11 09.50181 11 00 34.83 +07 24 58.5          18.8 GV~3R48703
05693         C2019 11 09.50681 11 00 35.35 +07 24 56.3          18.9 GV~3R48703
05693         C2019 11 24.46825 11 22 51.60 +06 17 28.1          19.2 GV~3SSL703
05693         C2019 11 24.47357 11 22 51.93 +06 17 27.3          19.2 GV~3SSL703
05693         C2019 11 24.47889 11 22 52.45 +06 17 26.3          19.3 GV~3SSL703
05693         C2019 11 24.48421 11 22 52.82 +06 17 24.7          18.6 GV~3SSL703
05693         C2019 11 25.62761711 24 22.03 +06 13 31.7          18.89oV~3SSLT08
05693         C2019 11 25.63085911 24 22.27 +06 13 30.0          18.89oV~3SSLT08
05693         C2019 11 25.63804111 24 22.83 +06 13 29.0          18.98oV~3SSLT08
05693         C2019 11 25.65084111 24 23.79 +06 13 26.3          18.98oV~3SSLT08
05693         C2019 12 03.45007 11 33 36.24 +05 52 51.6          18.9 GV~3TJj703
05693         C2019 12 03.45530 11 33 36.64 +05 52 50.8          19.3 GV~3TJj703
05693         C2019 12 03.46053 11 33 36.90 +05 52 50.5          18.9 GV~3TJj703
05693         C2019 12 03.46576 11 33 37.28 +05 52 51.8          18.7 GV~3TJj703
05693         C2019 12 09.63105911 39 38.79 +05 45 26.0          18.91oV~3VzWT05
05693         C2019 12 09.63431911 39 38.95 +05 45 26.2          18.69oV~3VzWT05
05693         C2019 12 09.64060811 39 39.24 +05 45 25.9          18.73oV~3VzWT05
05693         C2019 12 09.65019811 39 39.74 +05 45 25.5          18.80oV~3VzWT05
05693         C2019 12 21.51577 11 47 40.05 +05 57 53.4          19.1 GV~3XQrG96
05693         C2019 12 21.52092 11 47 40.17 +05 57 54.2          19.0 GV~3XQrG96
05693         C2019 12 21.52607 11 47 40.30 +05 57 55.0          19.1 GV~3XQrG96
05693         C2019 12 21.53123 11 47 40.42 +05 57 55.9          19.0 GV~3XQrG96
05693         C2019 12 27.60226 11 49 37.825+06 20 33.90         18.8 wU~3ZRfF51
05693         C2019 12 27.61507 11 49 37.926+06 20 37.57         18.7 wU~3ZRfF51
05693         C2019 12 27.62175211 49 37.96 +06 20 39.6          18.75oV~3ZRfT08
05693         C2019 12 27.62506511 49 37.99 +06 20 40.3          18.74oV~3ZRfT08
05693         C2019 12 27.62792 11 49 38.024+06 20 41.24         18.7 wU~3ZRfF51
05693         C2019 12 27.63252811 49 38.08 +06 20 42.4          19.12oV~3ZRfT08
05693         C2019 12 27.64088 11 49 38.123+06 20 44.94         18.7 wU~3ZRfF51
05693         C2019 12 27.64706511 49 38.16 +06 20 47.0          18.55oV~3ZRfT08
05693         C2019 12 30.61586 11 49 58.961+06 36 25.33         18.9 wU~3ZRfF52
05693         C2019 12 30.62632 11 49 58.952+06 36 29.03         18.8 wU~3ZRfF52
05693         C2019 12 30.63703 11 49 58.944+06 36 32.70         18.8 wU~3ZRfF52
05693         C2019 12 30.64789 11 49 58.934+06 36 36.50         18.8 wU~3ZRfF52
05693         C2020 01 02.60887111 49 53.96 +06 55 23.4          18.68oV~3ZRfT05
05693         C2020 01 02.61270811 49 53.93 +06 55 25.2          18.74oV~3ZRfT05
05693         C2020 01 02.62816011 49 53.76 +06 55 31.3          18.84oV~3ZRfT05
05693         C2020 01 02.63472511 49 53.71 +06 55 34.0          18.52oV~3ZRfT05
05693         C2020 01 04.58996911 49 35.79 +07 09 46.4          18.45oV~3b1nT08
05693         C2020 01 04.59280511 49 35.81 +07 09 48.0          18.60oV~3b1nT08
05693         C2020 01 04.59931711 49 35.63 +07 09 50.3          18.83oV~3b1nT08
05693         C2020 01 04.61031211 49 35.46 +07 09 55.2          18.77oV~3b1nT08
05693         C2020 01 06.41818 11 49 08.20 +07 24 18.5          18.8 GV~3b1nG96
05693         C2020 01 06.42332 11 49 08.09 +07 24 21.1          18.9 GV~3b1nG96
05693         C2020 01 06.42846 11 49 07.98 +07 24 23.6          18.8 GV~3b1nG96
05693         C2020 01 06.43361 11 49 07.88 +07 24 26.3          18.8 GV~3b1nG96
05693         C2020 01 18.39650 11 41 28.08 +09 31 33.3          18.9 GV~3dKg703
05693         C2020 01 18.40699 11 41 27.45 +09 31 42.3                V~3dKg703
05693         C2020 01 18.41224 11 41 26.98 +09 31 46.3                V~3dKg703
05693         C2020 01 18.61317311 41 14.67 +09 34 23.7          18.63oV~3dKgT05
05693         C2020 01 18.61715011 41 14.43 +09 34 27.6          18.45oV~3dKgT05
05693         C2020 01 18.62373911 41 14.00 +09 34 32.5          18.36oV~3dKgT05
05693         C2020 01 18.63577311 41 13.21 +09 34 41.6          18.94oV~3dKgT05
05693         C2020 01 20.55257011 39 10.58 +10 00 16.1          18.80oV~3dKgT08
05693         C2020 01 20.55583911 39 10.33 +10 00 18.6          18.68oV~3dKgT08
05693         C2020 01 20.56194311 39 09.90 +10 00 24.1          18.15oV~3dKgT08
05693         C2020 01 20.57902211 39 08.69 +10 00 38.0          18.59oV~3dKgT08
05693         C2020 01 23.33424 11 35 48.15 +10 39 36.9          18.4 GV~3dKg703
