G1989J78C00A  C2003 02 21.98473 08 48 31.19 -13 07 50.4          15.0 Rch3601204
G1989J78C00A  C2003 02 21.98599 08 48 30.99 -13 07 42.7          14.9 Rch3601204
G1989J78C00A  C2003 02 21.98724 08 48 30.78 -13 07 35.0          14.9 Rch3601204
G1989J78C00A  C2003 02 21.99210 08 48 29.99 -13 07 05.6          14.7 Rch3601204
G1989J78C00A  C2003 02 21.99726 08 48 29.17 -13 06 34.4          14.7 Rch3601204
G1989J78C00A  C2003 02 22.80834 08 46 28.60 -11 43 02.7          15.1 Rch7729185
G1989J78C00A  C2003 02 22.81084 08 46 28.19 -11 42 46.9          15.2 Rch7729185
G1989J78C00A  C2003 02 22.81283 08 46 27.87 -11 42 34.5          15.2 Rch7729185
G1989J78C00A  C2003 02 22.81474 08 46 27.56 -11 42 22.4          15.3 Rch7729185
G1989J78C00A  C2003 02 22.81771 08 46 27.08 -11 42 03.6          15.3 Rch7729185
G1989J78C00A  C2003 02 22.82000 08 46 26.71 -11 41 49.5          15.5 Rch7729185
G1989J78C00A  C2003 02 22.88069 08 46 16.76 -11 35 27.6          15.2 Vch3601198
G1989J78C00A  C2003 02 22.88993 08 46 15.25 -11 34 29.0          15.2 Vch3601198
G1989J78C00A  C2003 02 22.89545 08 46 14.36 -11 33 54.2          15.1 Vch3601198
G1989J78C00A  C2003 02 22.90261 08 46 13.18 -11 33 08.7          15.1 Vch3601198
G1989J78C00A  C2003 02 22.90647 08 46 12.54 -11 32 44.2          15.2 Vch3601198
G1989J78C00A  C2003 02 22.91364 08 46 11.37 -11 31 59.0          15.2 Vch3601198
G1989J78C00A  C2003 02 22.93209 08 46 08.35 -11 30 03.8          14.7 Vch3601A18
G1989J78C00A  C2003 02 22.93429 08 46 08.05 -11 29 48.5          15.2 Vch3601A18
G1989J78C00A  C2003 02 23.02755 08 45 52.74 -11 19 53.7          14.9 Vch3601A18
G1989J78C00A  C2003 02 23.03047 08 45 52.43 -11 19 37.6          15.1 Vch3601A18
G1989J78C00A  C2003 02 23.33068 08 45 06.01 -10 47 21.8          14.7 Rch3601H43
G1989J78C00A  C2003 02 23.33206 08 45 05.81 -10 47 12.2          15.0 Rch3601H43
G1989J78C00A  C2003 02 23.33343 08 45 05.72 -10 47 03.6          15.0 Rch3601H43
G1989J78C00A  C2003 02 23.79728 08 43 57.76 -09 56 33.6          14.9 Vch3601151
G1989J78C00A  C2003 02 23.79848 08 43 57.57 -09 56 26.6          14.9 Vch3601151
G1989J78C00A  C2003 02 23.80023 08 43 57.33 -09 56 16.5          14.9 Vch3601151
G1989J78C00A  C2003 02 23.80117 08 43 57.19 -09 56 10.2          14.9 Vch3601151
G1989J78C00A  C2003 02 23.80182 08 43 57.04 -09 56 04.4          15.0 Vch3601151
G1989J78C00A  C2003 02 23.80365 08 43 56.77 -09 55 53.6          14.9 Vch3601151
G1989J78C00A  C2003 02 23.80454 08 43 56.64 -09 55 48.0          14.9 Vch3601151
G1989J78C00A  C2003 02 23.80603 08 43 56.38 -09 55 38.2          14.9 Vch3601151
G1989J78C00A  C2003 02 23.80667 08 43 56.25 -09 55 32.4          14.9 Vch3601151
G1989J78C00A  C2003 02 23.80788 08 43 56.08 -09 55 25.8          15.0 Vch3601151
G1989J78C00A  C2003 02 24.53478 08 42 03.60 -08 33 52.1          16.0 Vmh3601379
G1989J78C00A  C2003 02 24.53689 08 42 03.29 -08 33 37.9          16.0 Vmh3601379
